dt_zop_rok;kraj_id;quest_class;hermin_class;fin_vyuct_eu;fin_vyuct_narodni_verejne;fin_vyuct_verejne
2009;CZ064;AIS;AIS5;13571022,0700000;1267396,8999999999;14838418,9700000007
2009;CZ064;HC;HC;781361814,3725660;146560866,9669609964;927922681,3395270109
2009;CZ064;INFR;INFR;4388942235,5089998;1036393465,7235000134;5425335701,2324991226
2009;CZ064;RTD;RTD;309964260,4700000;52727112,4500000030;362691372,9200000167
2009;CZ064;TA;TA;488907571,2145100;119860894,5170200020;608768465,7315299511
2009;CZ071;AIS;AIS1;0,0000000;0,0000000000;0,0000000000
2009;CZ071;AIS;AIS2;97157099,3600000;21901259,1900000013;119058358,5499999970
2009;CZ071;AIS;AIS3;261634031,9200000;58735547,8900000006;320369579,8100000024
2009;CZ071;AIS;AIS4;0,0000000;0,0000000000;0,0000000000
2009;CZ071;AIS;AIS5;95903587,9200000;22294893,7962724008;118198481,7162723988
2009;CZ071;HC;HC;498163601,6850170;94978987,7323538065;593142589,4173707962
2009;CZ071;INFR;INFR;2607261651,4675999;683328827,0900298357;3290590478,5576300621
2009;CZ071;RTD;RTD;67821366,6900000;3189768,5000000000;71011135,1899999976
2009;CZ071;TA;TA;434142374,2149650;89795931,8470677435;523938306,0620327592
2009;CZ072;AIS;AIS1;0,0000000;0,0000000000;0,0000000000
2009;CZ072;AIS;AIS2;95909877,3500000;19033878,0000000000;114943755,3499999940
2009;CZ072;AIS;AIS3;83622935,6900000;13366831,2300000004;96989766,9200000018
2009;CZ072;AIS;AIS4;6394578,6900000;1128455,0700000001;7523033,7600000007
2009;CZ072;AIS;AIS5;126790649,5100000;25562787,2799999975;152353436,7899999917
2009;CZ072;HC;HC;223474888,7890290;42831101,4328459948;266305990,2218750119
2009;CZ072;INFR;INFR;3879375529,3023996;2567123034,8468995094;6446498564,1492996216
2009;CZ072;RTD;RTD;101302410,5000000;14074640,0000000000;115377050,5000000000
2009;CZ072;TA;TA;479743633,6953100;90333616,0894200057;570077249,7847299576
2009;CZ080;AIS;AIS1;0,0000000;0,0000000000;0,0000000000
2009;CZ080;AIS;AIS2;332092866,7700000;63692371,5099999979;395785238,2799999714
2009;CZ080;AIS;AIS3;40454455,0000000;3776732,0000000000;44231187,0000000000
2009;CZ080;AIS;AIS4;0,0000000;1736499,0500000000;1736499,0500000000
2009;CZ080;AIS;AIS5;54569053,4900000;10462192,7804272007;65031246,2704271972
2009;CZ080;HC;HC;655942270,4562800;136087093,3634330034;792029363,8197129965
2009;CZ080;INFR;INFR;4302260642,7550001;1540174860,4480648041;5842435503,2030649185
2009;CZ080;RTD;RTD;65484793,4000000;7992368,5999999996;73477162,0000000000
2009;CZ080;TA;TA;397047721,7375650;99699711,6642162949;496747433,4017813206
2009;PL127;AIS;AIS1;0,0000000;0,0000000000;0,0000000000
2009;PL127;AIS;AIS2;0,0000000;0,0000000000;0,0000000000
2009;PL127;AIS;AIS3;0,0000000;0,0000000000;0,0000000000
2009;PL127;AIS;AIS4;0,0000000;0,0000000000;0,0000000000
2009;PL127;AIS;AIS5;0,0000000;0,0000000000;0,0000000000
2009;PL127;HC;HC;0,0000000;0,0000000000;0,0000000000
2009;PL127;INFR;INFR;0,0000000;0,0000000000;0,0000000000
2009;PL127;RTD;RTD;0,0000000;0,0000000000;0,0000000000
2009;PL127;TA;TA;0,0000000;214498,8500000000;214498,8500000000
2009;PL225;AIS;AIS1;0,0000000;0,0000000000;0,0000000000
2009;PL225;AIS;AIS2;0,0000000;0,0000000000;0,0000000000
2009;PL225;AIS;AIS3;0,0000000;0,0000000000;0,0000000000
2009;PL225;AIS;AIS4;0,0000000;0,0000000000;0,0000000000
2009;PL225;AIS;AIS5;0,0000000;34864,9320188000;34864,9320188000
2009;PL225;HC;HC;0,0000000;0,0000000000;0,0000000000
2009;PL225;INFR;INFR;0,0000000;37461,5139459000;37461,5139459000
2009;PL225;RTD;RTD;0,0000000;0,0000000000;0,0000000000
2009;PL225;TA;TA;0,0000000;235298,6677377000;235298,6677377000
2009;PL226;AIS;AIS1;0,0000000;0,0000000000;0,0000000000
2009;PL226;AIS;AIS2;0,0000000;0,0000000000;0,0000000000
2009;PL226;AIS;AIS3;0,0000000;0,0000000000;0,0000000000
2009;PL226;AIS;AIS4;0,0000000;0,0000000000;0,0000000000
2009;PL226;AIS;AIS5;0,0000000;0,0000000000;0,0000000000
2009;PL226;HC;HC;0,0000000;0,0000000000;0,0000000000
2009;PL226;INFR;INFR;0,0000000;29693,7373701000;29693,7373701000
2009;PL226;RTD;RTD;0,0000000;0,0000000000;0,0000000000
2009;PL226;TA;TA;0,0000000;58418,1300000000;58418,1300000000
2009;PL227;AIS;AIS1;0,0000000;0,0000000000;0,0000000000
2009;PL227;AIS;AIS2;0,0000000;0,0000000000;0,0000000000
2009;PL227;AIS;AIS3;0,0000000;0,0000000000;0,0000000000
2009;PL227;AIS;AIS4;0,0000000;0,0000000000;0,0000000000
2009;PL227;AIS;AIS5;0,0000000;0,0000000000;0,0000000000
2009;PL227;HC;HC;0,0000000;0,0000000000;0,0000000000
2009;PL227;INFR;INFR;0,0000000;173183,7915644445;173183,7915644445
2009;PL227;RTD;RTD;0,0000000;0,0000000000;0,0000000000
2009;PL227;TA;TA;0,0000000;188799,1505842000;188799,1505842000
2009;PL511;AIS;AIS1;0,0000000;0,0000000000;0,0000000000
2009;PL511;AIS;AIS2;0,0000000;0,0000000000;0,0000000000
2009;PL511;AIS;AIS3;0,0000000;0,0000000000;0,0000000000
2009;PL511;AIS;AIS4;0,0000000;0,0000000000;0,0000000000
2009;PL511;AIS;AIS5;0,0000000;0,0000000000;0,0000000000
2009;PL511;HC;HC;0,0000000;861,8868720000;861,8868720000
2009;PL511;INFR;INFR;0,0000000;12126707,9174682014;12126707,9174682014
2009;PL511;RTD;RTD;0,0000000;0,0000000000;0,0000000000
2009;PL511;TA;TA;0,0000000;5805112,2327317400;5805112,2327317400
2009;PL514;AIS;AIS1;0,0000000;0,0000000000;0,0000000000
2009;PL514;AIS;AIS2;0,0000000;0,0000000000;0,0000000000
2009;PL514;AIS;AIS3;0,0000000;0,0000000000;0,0000000000
2009;PL514;AIS;AIS4;0,0000000;0,0000000000;0,0000000000
2009;PL514;AIS;AIS5;0,0000000;0,0000000000;0,0000000000
2009;PL514;HC;HC;0,0000000;0,0000000000;0,0000000000
2009;PL514;INFR;INFR;0,0000000;0,0000000000;0,0000000000
2009;PL514;RTD;RTD;0,0000000;0,0000000000;0,0000000000
2009;PL514;TA;TA;0,0000000;100498,5700000000;100498,5700000000
2009;PL520;AIS;AIS1;0,0000000;0,0000000000;0,0000000000
2009;PL520;AIS;AIS2;0,0000000;0,0000000000;0,0000000000
2009;PL520;AIS;AIS3;0,0000000;0,0000000000;0,0000000000
2009;PL520;AIS;AIS4;0,0000000;0,0000000000;0,0000000000
2009;PL520;AIS;AIS5;0,0000000;0,0000000000;0,0000000000
2009;PL520;HC;HC;0,0000000;199000,3265052000;199000,3265052000
2009;PL520;INFR;INFR;0,0000000;10008747,0921248998;10008747,0921248998
2009;PL520;RTD;RTD;0,0000000;0,0000000000;0,0000000000
2009;PL520;TA;TA;0,0000000;1482590,2926426737;1482590,2926426737
2010;CZ010;AIS;AIS1;53281048,0000000;16523018,0000000000;69804066,0000000000
2010;CZ010;AIS;AIS2;7700300,4500000;1358876,5500000000;9059177,0000000000
2010;CZ010;AIS;AIS3;212323,2000000;37468,8000000000;249792,0000000000
2010;CZ010;AIS;AIS4;938148228,6400000;165555569,7599999905;1103703798,4000000954
2010;CZ010;AIS;AIS5;106225452,8250000;14566377,6900000013;120791830,5150000006
2010;CZ010;HC;HC;3366936009,3885255;594296725,5749902725;3961232734,9635157585
2010;CZ010;INFR;INFR;1378156710,5669999;366011971,3889999986;1744168681,9560000896
2010;CZ010;RTD;RTD;211270914,3073333;48246518,2001666650;259517432,5074999928
2010;CZ010;TA;TA;2183468770,7023001;355956798,3113220334;2539425569,0136218071
2010;CZ020;AIS;AIS1;20791313,3200000;6930440,8799999999;27721754,1999999993
2010;CZ020;AIS;AIS2;48511291,0500000;10608408,4499999993;59119699,5000000000
2010;CZ020;AIS;AIS3;433232027,5400000;79239176,7899999917;512471204,3299999833
2010;CZ020;AIS;AIS4;0,0000000;0,0000000000;0,0000000000
2010;CZ020;AIS;AIS5;79077863,8100000;13575592,5399999991;92653456,3499999940
2010;CZ020;HC;HC;775822961,7983251;139281834,5381929874;915104796,3365180492
2010;CZ020;INFR;INFR;7292311001,4082251;2018090201,1623749733;9310401202,5706005096
2010;CZ020;RTD;RTD;296680532,5300000;44658515,7199999988;341339048,2500000000
2010;CZ020;TA;TA;779389824,7914500;142506092,5778760016;921895917,3693259954
2010;CZ031;AIS;AIS1;27113639,5000000;9037896,0000000000;36151535,5000000000
2010;CZ031;AIS;AIS2;13166137,6000000;2528384,2000000002;15694521,8000000007
2010;CZ031;AIS;AIS3;140177898,7500000;26829239,7100000009;167007138,4600000083
2010;CZ031;AIS;AIS4;125200,0000000;22577,0000000000;147777,0000000000
2010;CZ031;AIS;AIS5;268627917,4200000;106772518,9499999881;375400436,3700000048
2010;CZ031;HC;HC;541332579,1529990;94825254,5128600001;636157833,6658589840
2010;CZ031;INFR;INFR;3618301886,8873000;713843535,2570999861;4332145422,1443996429
2010;CZ031;RTD;RTD;161194942,2800000;25898198,4800000004;187093140,7599999905
2010;CZ031;TA;TA;547098472,1868900;170358080,3463560045;717456552,5332460403
2010;CZ032;AIS;AIS1;3778398,0000000;1259468,0000000000;5037866,0000000000
2010;CZ032;AIS;AIS2;58479349,0000000;10746654,0000000000;69226003,0000000000
2010;CZ032;AIS;AIS3;67766852,9800000;10580356,7600000016;78347209,7400000095
2010;CZ032;AIS;AIS4;0,0000000;0,0000000000;0,0000000000
2010;CZ032;AIS;AIS5;123653331,7300000;34309663,0099999979;157962994,7399999797
2010;CZ032;HC;HC;423074843,7954370;75669805,4804359972;498744649,2758730054
2010;CZ032;INFR;INFR;3227600682,1698999;582182747,5877000093;3809783429,7575998306
2010;CZ032;RTD;RTD;82798564,5500000;14121266,4499999993;96919831,0000000000
2010;CZ032;TA;TA;502992562,5519400;88650835,8237060010;591643398,3756459951
2010;CZ041;AIS;AIS1;1302905,0000000;434302,0000000000;1737207,0000000000
2010;CZ041;AIS;AIS2;50012575,0000000;9193836,0000000000;59206411,0000000000
2010;CZ041;AIS;AIS3;286710642,4500000;56688625,5899999961;343399268,0400000215
2010;CZ041;AIS;AIS4;11067642,0000000;1953109,0000000000;13020751,0000000000
2010;CZ041;AIS;AIS5;22428869,6000000;4066427,2000000002;26495296,8000000007
2010;CZ041;HC;HC;462884750,3588080;82007842,4457480013;544892592,8045560122
2010;CZ041;INFR;INFR;3965854667,0688000;1060980788,9648000002;5026835456,0335998535
2010;CZ041;RTD;RTD;56286812,8000000;7975204,5800000001;64262017,3800000027
2010;CZ041;TA;TA;670866499,6023260;110421673,3966140151;781288172,9989399910
2010;CZ042;AIS;AIS1;2277570,0800000;759191,1200000000;3036761,2000000002
2010;CZ042;AIS;AIS2;66810282,4000000;18356961,1499999985;85167243,5499999970
2010;CZ042;AIS;AIS3;775034284,5200000;443083191,9300000072;1218117476,4500000477
2010;CZ042;AIS;AIS4;11614998,9900000;6818685,4100000001;18433684,3999999985
2010;CZ042;AIS;AIS5;259380143,0100000;62333074,8800000027;321713217,8899999857
2010;CZ042;HC;HC;889021745,2938950;156811110,7805860043;1045832856,0744810104
2010;CZ042;INFR;INFR;4066229684,1010699;1322421808,5636298656;5388651492,6647005081
2010;CZ042;RTD;RTD;128174263,3400000;17335982,6000000015;145510245,9399999976
2010;CZ042;TA;TA;986511735,3919940;168425470,0277379751;1154937205,4197320938
2010;CZ051;AIS;AIS1;123964,9200000;41321,8800000000;165286,8000000000
2010;CZ051;AIS;AIS2;26740323,2500000;5514864,2999999998;32255187,5500000007
2010;CZ051;AIS;AIS3;94012681,5200000;12605123,8000000007;106617805,3199999928
2010;CZ051;AIS;AIS4;47173447,5400000;8324725,1699999999;55498172,7099999934
2010;CZ051;AIS;AIS5;258477924,0100000;59575807,5908527970;318053731,6008527875
2010;CZ051;HC;HC;399033213,7959790;70442777,9158789963;469475991,7118579745
2010;CZ051;INFR;INFR;2467030563,1718001;383265308,5039721727;2850295871,6757721901
2010;CZ051;RTD;RTD;178633574,2800000;29011932,2254919969;207645506,5054920018
2010;CZ051;TA;TA;273441371,3771890;60773328,6743003279;334214700,0514893532
2010;CZ052;AIS;AIS1;6790982,4800000;1862159,3199999998;8653141,8000000007
2010;CZ052;AIS;AIS2;30915962,8000000;6966402,4000000004;37882365,2000000030
2010;CZ052;AIS;AIS3;358292023,2000000;74426595,0900000036;432718618,2900000215
2010;CZ052;AIS;AIS4;9401596,3600000;1659104,8300000001;11060701,1899999995
2010;CZ052;AIS;AIS5;260986663,0000000;117890874,7658527941;378877537,7658527493
2010;CZ052;HC;HC;506555453,4714220;88300259,6443648040;594855713,1157867908
2010;CZ052;INFR;INFR;1178995092,7163999;209272898,6848512888;1388267991,4012513161
2010;CZ052;RTD;RTD;125857673,4200000;23256778,5448600017;149114451,9648599923
2010;CZ052;TA;TA;330771289,1532120;101636016,0177226961;432407305,1709346771
2010;CZ053;AIS;AIS1;6673006,4800000;2224340,1600000001;8897346,6400000006
2010;CZ053;AIS;AIS2;41056868,0000000;8121652,0000000000;49178520,0000000000
2010;CZ053;AIS;AIS3;337103360,4300000;110629244,2400000095;447732604,6700000167
2010;CZ053;AIS;AIS4;6197664,0000000;1093705,0000000000;7291369,0000000000
2010;CZ053;AIS;AIS5;217827278,6700000;98121962,8358528018;315949241,5058528185
2010;CZ053;HC;HC;392975001,8884730;66640529,7622568011;459615531,6507297754
2010;CZ053;INFR;INFR;2260994321,8273382;432611589,2725616693;2693605911,0999002457
2010;CZ053;RTD;RTD;150608677,5300000;20828110,7800000012;171436788,3100000024
2010;CZ053;TA;TA;356213596,4422356;92857147,6883353591;449070744,1305710077
2010;CZ063;AIS;AIS1;19398446,5000000;6466156,0000000000;25864602,5000000000
2010;CZ063;AIS;AIS2;80161823,6000000;11778058,7500000000;91939882,3499999940
2010;CZ063;AIS;AIS3;25187336,5000000;4010035,0000000000;29197371,5000000000
2010;CZ063;AIS;AIS4;4075994,0000000;719293,0000000000;4795287,0000000000
2010;CZ063;AIS;AIS5;135629152,2600000;21072688,2199999988;156701840,4800000191
2010;CZ063;HC;HC;422992522,1033480;79240422,3135650009;502232944,4169130325
2010;CZ063;INFR;INFR;3369384913,5071001;579922208,5412999392;3949307122,0483999252
2010;CZ063;RTD;RTD;80214850,2800000;13856661,7999999989;94071512,0799999982
2010;CZ063;TA;TA;589842317,4942900;444958399,2085359693;1034800716,7028260231
2010;CZ064;AIS;AIS1;6771374,0000000;2257134,0000000000;9028508,0000000000
2010;CZ064;AIS;AIS2;145225158,4500000;26883476,6999999993;172108635,1500000060
2010;CZ064;AIS;AIS3;75881435,0000000;10020375,0000000000;85901810,0000000000
2010;CZ064;AIS;AIS4;2955214,0000000;521507,0000000000;3476721,0000000000
2010;CZ064;AIS;AIS5;174527215,3700000;33399822,9100000001;207927038,2800000012
2010;CZ064;HC;HC;1330973841,5942681;257964659,4657860100;1588938501,0600540638
2010;CZ064;INFR;INFR;3103847426,2248998;693847736,7822999954;3797695163,0072002411
2010;CZ064;RTD;RTD;957653259,4200000;159315626,9900000095;1116968886,4099998474
2010;CZ064;TA;TA;844117907,3730400;185544564,1677060127;1029662471,5407459736
2010;CZ071;AIS;AIS1;1611491,0000000;537166,0000000000;2148657,0000000000
2010;CZ071;AIS;AIS2;87251897,8400000;15741528,6699999999;102993426,5100000054
2010;CZ071;AIS;AIS3;174907387,3900000;37881796,5199999958;212789183,9099999964
2010;CZ071;AIS;AIS4;4858038,1500000;857300,8499999999;5715339,0000000000
2010;CZ071;AIS;AIS5;199218984,0200000;42951739,0457376018;242170723,0657376051
2010;CZ071;HC;HC;787156930,4497000;139959317,3561859131;927116247,8058859110
2010;CZ071;INFR;INFR;2901205476,0861001;617182165,0922021866;3518387641,1783022881
2010;CZ071;RTD;RTD;336620055,1400000;65218502,0350290015;401838557,1750289798
2010;CZ071;TA;TA;550627094,0567600;125108162,2755375355;675735256,3322975636
2010;CZ072;AIS;AIS1;40090,0000000;13364,0000000000;53454,0000000000
2010;CZ072;AIS;AIS2;111127354,0000000;19159863,9499999993;130287217,9500000030
2010;CZ072;AIS;AIS3;132614025,9400000;24971024,6699999981;157585050,6100000143
2010;CZ072;AIS;AIS4;13990753,6900000;2468953,3599999999;16459707,0500000007
2010;CZ072;AIS;AIS5;366556242,9800000;67669254,2199999988;434225497,1999999881
2010;CZ072;HC;HC;545537247,6594599;98229924,5241940022;643767172,1836539507
2010;CZ072;INFR;INFR;4585411831,2953997;1055111341,8786998987;5640523173,1740999222
2010;CZ072;RTD;RTD;264759619,3000000;49632087,7999999970;314391707,1000000238
2010;CZ072;TA;TA;622743799,6162400;205945970,9381060004;828689770,5543459654
2010;CZ080;AIS;AIS1;2236804,0000000;745604,0000000000;2982408,0000000000
2010;CZ080;AIS;AIS2;344448513,3100000;72826165,0499999970;417274678,3600000143
2010;CZ080;AIS;AIS3;111332283,5000000;18345081,0000000000;129677364,5000000000
2010;CZ080;AIS;AIS4;145092725,7900000;24021528,7100000009;169114254,5000000000
2010;CZ080;AIS;AIS5;278466024,9200000;62340715,0758527964;340806739,9958528280
2010;CZ080;HC;HC;1286144103,0920269;222154153,9996763170;1508298257,0917034149
2010;CZ080;INFR;INFR;4377026925,6195002;969576466,6615014076;5346603392,2810010910
2010;CZ080;RTD;RTD;556904978,9700000;92307432,1012479961;649212411,0712480545
2010;CZ080;TA;TA;625971147,7343000;238263547,0930821002;864234694,8273820877
2010;PL127;AIS;AIS1;0,0000000;0,0000000000;0,0000000000
2010;PL127;AIS;AIS2;0,0000000;0,0000000000;0,0000000000
2010;PL127;AIS;AIS3;0,0000000;0,0000000000;0,0000000000
2010;PL127;AIS;AIS4;0,0000000;0,0000000000;0,0000000000
2010;PL127;AIS;AIS5;0,0000000;0,0000000000;0,0000000000
2010;PL127;HC;HC;0,0000000;0,0000000000;0,0000000000
2010;PL127;INFR;INFR;0,0000000;0,0000000000;0,0000000000
2010;PL127;RTD;RTD;0,0000000;0,0000000000;0,0000000000
2010;PL127;TA;TA;0,0000000;143645,0300000000;143645,0300000000
2010;PL225;AIS;AIS1;0,0000000;0,0000000000;0,0000000000
2010;PL225;AIS;AIS2;0,0000000;0,0000000000;0,0000000000
2010;PL225;AIS;AIS3;0,0000000;0,0000000000;0,0000000000
2010;PL225;AIS;AIS4;0,0000000;0,0000000000;0,0000000000
2010;PL225;AIS;AIS5;0,0000000;111642,1208512000;111642,1208512000
2010;PL225;HC;HC;0,0000000;0,0000000000;0,0000000000
2010;PL225;INFR;INFR;0,0000000;4120944,2784176772;4120944,2784176772
2010;PL225;RTD;RTD;0,0000000;0,0000000000;0,0000000000
2010;PL225;TA;TA;0,0000000;3615151,2375364997;3615151,2375364997
2010;PL226;AIS;AIS1;0,0000000;0,0000000000;0,0000000000
2010;PL226;AIS;AIS2;0,0000000;0,0000000000;0,0000000000
2010;PL226;AIS;AIS3;0,0000000;0,0000000000;0,0000000000
2010;PL226;AIS;AIS4;0,0000000;0,0000000000;0,0000000000
2010;PL226;AIS;AIS5;0,0000000;0,0000000000;0,0000000000
2010;PL226;HC;HC;0,0000000;0,0000000000;0,0000000000
2010;PL226;INFR;INFR;0,0000000;144847,3535586000;144847,3535586000
2010;PL226;RTD;RTD;0,0000000;0,0000000000;0,0000000000
2010;PL226;TA;TA;0,0000000;75513,9591120000;75513,9591120000
2010;PL227;AIS;AIS1;0,0000000;0,0000000000;0,0000000000
2010;PL227;AIS;AIS2;0,0000000;0,0000000000;0,0000000000
2010;PL227;AIS;AIS3;0,0000000;0,0000000000;0,0000000000
2010;PL227;AIS;AIS4;0,0000000;0,0000000000;0,0000000000
2010;PL227;AIS;AIS5;0,0000000;0,0000000000;0,0000000000
2010;PL227;HC;HC;0,0000000;99798,0658880000;99798,0658880000
2010;PL227;INFR;INFR;0,0000000;2338258,2229176667;2338258,2229176667
2010;PL227;RTD;RTD;0,0000000;0,0000000000;0,0000000000
2010;PL227;TA;TA;0,0000000;857482,3840830000;857482,3840830000
2010;PL511;AIS;AIS1;0,0000000;0,0000000000;0,0000000000
2010;PL511;AIS;AIS2;0,0000000;0,0000000000;0,0000000000
2010;PL511;AIS;AIS3;0,0000000;0,0000000000;0,0000000000
2010;PL511;AIS;AIS4;0,0000000;0,0000000000;0,0000000000
2010;PL511;AIS;AIS5;0,0000000;0,0000000000;0,0000000000
2010;PL511;HC;HC;0,0000000;60013,0722390000;60013,0722390000
2010;PL511;INFR;INFR;0,0000000;64498772,7407144979;64498772,7407144979
2010;PL511;RTD;RTD;0,0000000;291910,7733710000;291910,7733710000
2010;PL511;TA;TA;0,0000000;16878113,3247694746;16878113,3247694746
2010;PL514;AIS;AIS1;0,0000000;0,0000000000;0,0000000000
2010;PL514;AIS;AIS2;0,0000000;0,0000000000;0,0000000000
2010;PL514;AIS;AIS3;0,0000000;0,0000000000;0,0000000000
2010;PL514;AIS;AIS4;0,0000000;0,0000000000;0,0000000000
2010;PL514;AIS;AIS5;0,0000000;0,0000000000;0,0000000000
2010;PL514;HC;HC;0,0000000;0,0000000000;0,0000000000
2010;PL514;INFR;INFR;0,0000000;0,0000000000;0,0000000000
2010;PL514;RTD;RTD;0,0000000;0,0000000000;0,0000000000
2010;PL514;TA;TA;0,0000000;151581,6200000000;151581,6200000000
2010;PL520;AIS;AIS1;0,0000000;0,0000000000;0,0000000000
2010;PL520;AIS;AIS2;0,0000000;0,0000000000;0,0000000000
2010;PL520;AIS;AIS3;0,0000000;0,0000000000;0,0000000000
2010;PL520;AIS;AIS4;0,0000000;0,0000000000;0,0000000000
2010;PL520;AIS;AIS5;0,0000000;0,0000000000;0,0000000000
2010;PL520;HC;HC;0,0000000;859327,8519852000;859327,8519852000
2010;PL520;INFR;INFR;0,0000000;18911554,9990645722;18911554,9990645722
2010;PL520;RTD;RTD;0,0000000;0,0000000000;0,0000000000
2010;PL520;TA;TA;0,0000000;9088711,0508943386;9088711,0508943386
2011;CZ010;AIS;AIS1;63877815,0000000;21292612,0000000000;85170427,0000000000
2011;CZ010;AIS;AIS2;18958517,9100000;3345620,8299999996;22304138,7399999984
2011;CZ010;AIS;AIS3;1332007,2900000;235060,1100000000;1567067,3999999999
2011;CZ010;AIS;AIS4;181020754,2600000;31944838,9849999994;212965593,2450000048
2011;CZ010;AIS;AIS5;243092900,4050000;42899334,1300000027;285992234,5350000262
2011;CZ010;HC;HC;3235863275,2522659;570854039,7731009722;3806717315,0253667831
2011;CZ010;INFR;INFR;1167394780,1849999;276819258,0099999905;1444214038,1949999332
2011;CZ010;RTD;RTD;301731470,3700000;62208903,7719999999;363940374,1419999599
2011;CZ010;TA;TA;3384160887,8342099;619478674,8797520399;4003639562,7139620781
2011;CZ020;AIS;AIS1;12789733,0000000;4263264,0000000000;17052997,0000000000
2011;CZ020;AIS;AIS2;138451276,0000000;23066777,6000000015;161518053,5999999940
2011;CZ020;AIS;AIS3;482134552,6300000;142740907,1999999881;624875459,8299999237
2011;CZ020;AIS;AIS4;0,0000000;0,0000000000;0,0000000000
2011;CZ020;AIS;AIS5;252113809,7600000;45070293,6499999985;297184103,4100000262
2011;CZ020;HC;HC;1360544583,3571270;300870954,6912869811;1661415538,0484139919
2011;CZ020;INFR;INFR;5625696839,2799997;2350786308,8399996758;7976483148,1199998856
2011;CZ020;RTD;RTD;1476828806,8410001;261216140,6290000081;1738044947,4700000286
2011;CZ020;TA;TA;496463941,1782600;113741691,3701889962;610205632,5484490395
2011;CZ031;AIS;AIS1;52055564,0000000;17351878,0000000000;69407442,0000000000
2011;CZ031;AIS;AIS2;38699560,0000000;5652419,0000000000;44351979,0000000000
2011;CZ031;AIS;AIS3;82799917,7900000;14502702,5700000003;97302620,3599999994
2011;CZ031;AIS;AIS4;283928,0000000;51200,0000000000;335128,0000000000
2011;CZ031;AIS;AIS5;172993431,6700000;35456582,2500000000;208450013,9200000167
2011;CZ031;HC;HC;635399123,5212510;112074294,3996839970;747473417,9209350348
2011;CZ031;INFR;INFR;5693848175,9700003;845733690,4099999666;6539581866,3800001144
2011;CZ031;RTD;RTD;360687643,1875000;63511243,9024999961;424198887,0899999738
2011;CZ031;TA;TA;447135166,2083450;79981267,3965229988;527116433,6048679948
2011;CZ032;AIS;AIS1;10347097,0000000;3449035,0000000000;13796132,0000000000
2011;CZ032;AIS;AIS2;25490138,3000000;4311716,2000000002;29801854,5000000000
2011;CZ032;AIS;AIS3;60234118,0600000;12008050,7899999991;72242168,8499999940
2011;CZ032;AIS;AIS4;0,0000000;0,0000000000;0,0000000000
2011;CZ032;AIS;AIS5;44704345,2300000;7843461,3500000006;52547806,5799999982
2011;CZ032;HC;HC;762249979,6476110;161326749,5058299899;923576729,1534410715
2011;CZ032;INFR;INFR;2711251050,4600000;580605942,5399999619;3291856993,0000000000
2011;CZ032;RTD;RTD;833483569,6090000;136930514,4309999943;970414084,0399999619
2011;CZ032;TA;TA;589712444,6970450;122250202,3364229947;711962647,0334680080
2011;CZ041;AIS;AIS1;2450112,0000000;816706,0000000000;3266818,0000000000
2011;CZ041;AIS;AIS2;104422933,0000000;17260747,0000000000;121683680,0000000000
2011;CZ041;AIS;AIS3;239011428,0850000;37699095,5300000012;276710523,6150000095
2011;CZ041;AIS;AIS4;5858663,0000000;1033879,0000000000;6892542,0000000000
2011;CZ041;AIS;AIS5;36029038,1300000;15945624,1700000018;51974662,2999999970
2011;CZ041;HC;HC;519031887,8601220;103619815,2203489989;622651703,0804710388
2011;CZ041;INFR;INFR;2920681579,5100002;376220084,7199999690;3296901664,2300000191
2011;CZ041;RTD;RTD;90739547,8800000;19089933,8000000007;109829481,6800000072
2011;CZ041;TA;TA;186704361,1714170;31979224,7400509976;218683585,9114679992
2011;CZ042;AIS;AIS1;1199648,0000000;399885,0000000000;1599533,0000000000
2011;CZ042;AIS;AIS2;221313918,4000000;37215860,7999999970;258529779,1999999881
2011;CZ042;AIS;AIS3;514678826,3300000;158161750,2400000095;672840576,5700000525
2011;CZ042;AIS;AIS4;68211494,2200000;7268339,3899999997;75479833,6100000143
2011;CZ042;AIS;AIS5;439183013,5700000;117261527,6899999976;556444541,2599999905
2011;CZ042;HC;HC;1093640735,1185689;190515004,4821190238;1284155739,6006879807
2011;CZ042;INFR;INFR;3241791308,1500001;1002058946,1200000048;4243850254,2699999809
2011;CZ042;RTD;RTD;205794548,9900000;38544889,8100000024;244339438,7999999821
2011;CZ042;TA;TA;582571200,8009230;105407502,1349350065;687978702,9358580112
2011;CZ051;AIS;AIS1;28698,0000000;9567,0000000000;38265,0000000000
2011;CZ051;AIS;AIS2;120666309,2000000;18655547,6000000015;139321856,8000000119
2011;CZ051;AIS;AIS3;56787874,5300000;11090364,2400000002;67878238,7699999958
2011;CZ051;AIS;AIS4;23895050,4100000;4216771,5999999996;28111822,0100000016
2011;CZ051;AIS;AIS5;232393371,8800000;41591712,8912024051;273985084,7712024450
2011;CZ051;HC;HC;568672882,1967220;100991159,0712680072;669664041,2679899931
2011;CZ051;INFR;INFR;926568614,7500000;171900744,0791254938;1098469358,8291254044
2011;CZ051;RTD;RTD;899593636,0799999;157478838,3038720191;1057072474,3838720322
2011;CZ051;TA;TA;331398535,1135080;63125555,4422476739;394524090,5557556748
2011;CZ052;AIS;AIS1;3745393,6800000;1248465,5600000001;4993859,2400000002
2011;CZ052;AIS;AIS2;59755869,2000000;10002211,0000000000;69758080,2000000030
